"id","name","grade","academy","period 1","period 2","period 3","period 4","period 5","period 6","prefClass1","pref1","prefClass2","pref2","prefClass3","pref3","prefClass4","pref4","prefClass5","pref5","prefClass6","pref6"
"123447","student_47","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123448","student_48","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123449","student_49","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123450","student_50","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123451","student_51","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123452","student_52","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123453","student_53","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123454","student_54","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123455","student_55","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123456","student_56","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123457","student_57","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123458","student_58","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123459","student_59","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123460","student_60","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123461","student_61","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123462","student_62","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123463","student_63","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123464","student_64","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123465","student_65","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123466","student_66","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123467","student_67","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123468","student_68","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123469","student_69","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123470","student_70","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123471","student_71","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123472","student_72","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123473","student_73","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123474","student_74","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123475","student_75","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123476","student_76","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123477","student_77","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123478","student_78","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123479","student_79","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123480","student_80","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123481","student_81","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123482","student_82","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123483","student_83","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123484","student_84","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123485","student_85","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123486","student_86","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123487","student_87","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123488","student_88","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123489","student_89","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123490","student_90","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123491","student_91","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123492","student_92","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123493","student_93","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123494","student_94","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123495","student_95","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123496","student_96","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123497","student_97","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123498","student_98","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"123499","student_99","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234100","student_100","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234101","student_101","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234102","student_102","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234103","student_103","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234104","student_104","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234105","student_105","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234106","student_106","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234107","student_107","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234108","student_108","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234109","student_109","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234110","student_110","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234111","student_111","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234112","student_112","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234113","student_113","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234114","student_114","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234115","student_115","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234116","student_116","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234117","student_117","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234118","student_118","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234119","student_119","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234120","student_120","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234121","student_121","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234122","student_122","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234123","student_123","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234124","student_124","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234125","student_125","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234126","student_126","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234127","student_127","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234128","student_128","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234129","student_129","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234130","student_130","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234131","student_131","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234132","student_132","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234133","student_133","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234134","student_134","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234135","student_135","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234136","student_136","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234137","student_137","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234138","student_138","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234139","student_139","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234140","student_140","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234141","student_141","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234142","student_142","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234143","student_143","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234144","student_144","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234145","student_145","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234146","student_146","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234147","student_147","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234148","student_148","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
"1234149","student_149","10","none","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","Please Generate","World History","false","Algebra","false","Biology","false","French","false","Health","false","Culinary","false"
